"Tipo.Instrumento" "Nombre" "Fecha.op" "Fuente" "Sicet" "F.Vencimiento" "Plazo" "Op" "Monto" "Pre.min" "Pre.max" "Pre.prom" "Cupon" "Frecuencia" "Rendimiento"
"VEBONO" "VEBONO022019" 2017-01-26 "022 BCV" "DPBS07219-0052" 2019-02-01 736 1 210684412 108.9567 108.9567 108.9567 11.49 4 6.67142934306693
"VEBONO" "VEBONO112020" 2017-01-26 "022 BCV" "DPBS07328-0013" 2020-11-26 1400 1 37142858 116.3402 116.3402 116.3402 12.4 4 7.44156070285129
"VEBONO" "VEBONO012021" 2017-01-26 "022 BCV" "DPBS08772-0017" 2021-01-29 1464 1 275624124 130.3582 130.3582 130.3582 15.24 4 6.54368195233355
"VEBONO" "VEBONO022024" 2017-01-26 "022 BCV" "DPBS00760-0025" 2024-02-22 2583 1 121100000 127.9844 127.9844 127.9844 15.4 4 9.84327513372252
"VEBONO" "VEBONO032027" 2017-01-26 "022 BCV" "DPBS00760-0061" 2027-03-11 3696 1 10700000 122.9326 122.9326 122.9326 15.53 4 11.6416080032106
"VEBONO" "VEBONO032031" 2017-01-26 "022 BCV" "DPBS02207-0016" 2031-03-13 5159 1 5e+07 120.8285 120.8285 120.8285 15.39 4 12.2666339473758
"TIF" "TIF022032" 2017-01-26 "022 BCV" "DPBS02207-0043" 2032-02-19 5502 2 460410000 120.0313 120.0626 120.04695 14.5 4 11.6487303969469
"TIF" "TIF032032" 2017-01-26 "022 BCV" "DPBS02207-0034" 2032-03-25 5537 1 124805100 121 121 121 15.25 4 12.1930463289072
"TIF" "TIF032033" 2017-01-26 "022 BCV" "DPBS02209-0023" 2033-03-03 5880 3 477618000 112 117.0626 114.530081036308 14.5 4 12.4027217776475
"VEBONO" "VEBONO072033" 2017-01-26 "022 BCV" "DPBS02209-0014" 2033-07-21 6020 5 521924000 116.0626 125 120.646545555292 14.57 4 11.7255634267692
"VEBONO" "VEBONO082017" 2017-01-27 "022 BCV" "DPBS07993-0039" 2017-08-11 196 1 52381000 106.7615 106.7615 106.7615 13.97 4 1.27857176782546
"VEBONO" "VEBONO022019" 2017-01-27 "022 BCV" "DPBS07219-0052" 2019-02-01 735 1 210684412 108.9723 108.9723 108.9723 11.49 4 6.65772273418783
"VEBONO" "VEBONO112020" 2017-01-27 "022 BCV" "DPBS07328-0013" 2020-11-26 1399 1 37142858 116.3558 116.3558 116.3558 12.4 4 7.43444642004123
"VEBONO" "VEBONO012021" 2017-01-27 "022 BCV" "DPBS08772-0017" 2021-01-29 1463 1 275624124 130.373799999999 130.3738 130.373799999999 15.24 4 6.53547167534834
"VEBONO" "VEBONO022024" 2017-01-27 "022 BCV" "DPBS00760-0025" 2024-02-22 2582 1 121100000 128 128 128 15.4 4 9.83939872557125
"VEBONO" "VEBONO032027" 2017-01-27 "022 BCV" "DPBS00760-0061" 2027-03-11 3695 1 10700000 122.9482 122.9482 122.9482 15.53 4 11.6388447751155
"TIF" "TIF022029" 2017-01-27 "022 BCV" "DPBS01632-0020" 2029-02-15 4402 1 2.8e+07 130 130 130 15.5 4 10.9693505300517
"VEBONO" "VEBONO032031" 2017-01-27 "022 BCV" "DPBS02207-0016" 2031-03-13 5158 2 7.2e+07 120.8441 124 121.808402777778 15.39 4 12.1406166874485
"TIF" "TIF032032" 2017-01-27 "022 BCV" "DPBS02207-0034" 2032-03-25 5536 2 249610200 121.01 121.0256 121.0178 15.25 4 12.1906303041557
"VEBONO" "VEBONO072033" 2017-01-27 "022 BCV" "DPBS02209-0014" 2033-07-21 6019 2 1.68e+08 122.0313 127.5 122.94275 14.57 4 11.4574232222716
"TIF" "TIF022032" 2017-01-30 "022 BCV" "DPBS02207-0043" 2032-02-19 5498 1 651665000 120.1562 120.1562 120.1562 14.5 4 11.6348079743632
"TIF" "TIF032033" 2017-01-30 "022 BCV" "DPBS02209-0023" 2033-03-03 5876 4 1104690000 105.27 120 114.465694584 14.5 4 12.4107093686831
"VEBONO" "VEBONO072033" 2017-01-30 "022 BCV" "DPBS02209-0014" 2033-07-21 6016 2 653680000 109.41 118 113.483705788764 14.57 4 12.6157890393608
"VEBONO" "VEBONO032031" 2017-01-31 "022 BCV" "DPBS02207-0016" 2031-03-13 5154 2 100810000 115.5 125 120.889961313362 15.39 4 12.2577040349009
"TIF" "TIF022032" 2017-01-31 "022 BCV" "DPBS02207-0043" 2032-02-19 5497 2 1303330000 120.1875 120.25 120.21875 14.5 4 11.6270199606682
"VEBONO" "VEBONO062032" 2017-01-31 "022 BCV" "DPBS02207-0052" 2032-06-17 5616 1 42011000 115.1 115.1 115.1 14.39 4 12.2010762945037
"TIF" "TIF032033" 2017-01-31 "022 BCV" "DPBS02209-0023" 2033-03-03 5875 7 1582035000 105.3013 120.0413 115.826523336714 14.5 4 12.2362243655648
"VEBONO" "VEBONO072033" 2017-01-31 "022 BCV" "DPBS02209-0014" 2033-07-21 6015 3 703680000 109.4413 118.0313 113.513939552069 14.57 4 12.6116839688986
"VEBONO" "VEBONO032031" 2017-02-01 "022 BCV" "DPBS02207-0016" 2031-03-13 5153 1 43614000 115.5156 115.5156 115.5156 15.39 4 12.9765199512111
"VEBONO" "VEBONO062032" 2017-02-01 "022 BCV" "DPBS02207-0052" 2032-06-17 5615 1 42011000 115.1156 115.1156 115.1156 14.39 4 12.1989347627367
"TIF" "TIF032033" 2017-02-01 "022 BCV" "DPBS02209-0023" 2033-03-03 5874 1 5e+07 113.5156 113.5156 113.5156 14.5 4 12.5343028343172
"VEBONO" "VEBONO072033" 2017-02-01 "022 BCV" "DPBS02209-0014" 2033-07-21 6014 1 5e+07 113.5156 113.5156 113.5156 14.57 4 12.611313807922
"VEBONO" "VEBONO012020" 2017-02-02 "022 BCV" "DPBS08771-0018" 2020-01-02 1064 2 118308000 123.0631 123.0631 123.0631 14.79 4 6.08978938286571
"TIF" "TIF022032" 2017-02-02 "022 BCV" "DPBS02207-0043" 2032-02-19 5495 2 340581050 120.1562 120.1562 120.1562 14.5 4 11.6344199218408
"TIF" "TIF022032" 2017-02-03 "022 BCV" "DPBS02207-0043" 2032-02-19 5494 1 340581050 120.1875 120.1875 120.1875 14.5 4 11.630460316711
"TIF" "TIF032033" 2017-02-03 "022 BCV" "DPBS02209-0023" 2033-03-03 5872 2 236842000 125.5 125.5313 125.51565 14.5 4 11.0816552739666
"VEBONO" "VEBONO072033" 2017-02-03 "022 BCV" "DPBS02209-0014" 2033-07-21 6012 2 327848000 125.75 125.7813 125.76565 14.57 4 11.1371370898556
"VEBONO" "VEBONO042019" 2017-02-06 "022 BCV" "DPBS08773-0025" 2019-04-18 801 1 1.5e+08 120.9 120.9 120.9 14.54 4 4.49554007178063
"TIF" "TIF022021" 2017-02-07 "022 BCV" "DPBS09345-0014" 2021-02-04 1458 1 1.44e+08 128.5 128.5 128.5 16.5 4 8.08320730827976
"TIF" "TIF022032" 2017-02-07 "022 BCV" "DPBS02207-0043" 2032-02-19 5490 1 75792000 120 120 120 14.5 4 11.6529620320908
"TIF" "TIF032033" 2017-02-07 "022 BCV" "DPBS02209-0023" 2033-03-03 5868 1 2e+08 125 125 125 14.5 4 11.1389188272043
"VEBONO" "VEBONO072033" 2017-02-07 "022 BCV" "DPBS02209-0014" 2033-07-21 6008 1 2.03e+08 124.75 124.75 124.75 14.57 4 11.2497214031683
"TIF" "TIF042018" 2017-02-08 "022 BCV" "DPBS08773-0016" 2018-04-12 428 2 4e+08 118.9 118.9 118.9 18 4 1.71597120819529
"VEBONO" "VEBONO012020" 2017-02-08 "022 BCV" "DPBS08771-0018" 2020-01-02 1058 1 1.5e+08 126.75 126.75 126.75 14.79 4 4.83729596778142
"TIF" "TIF022021" 2017-02-08 "022 BCV" "DPBS09345-0014" 2021-02-04 1457 1 2e+08 129 129 129 16.5 4 7.95226062256802
"VEBONO" "VEBONO042018" 2017-02-09 "022 BCV" "DPBS07219-0043" 2018-04-12 427 2 111778380 106.7344 106.7656 106.75 10.29 4 4.34978639133821
"VEBONO" "VEBONO112020" 2017-02-09 "022 BCV" "DPBS07328-0013" 2020-11-26 1386 2 74285718 116.9844 117.0156 117 12.4 4 7.21918576650422
"VEBONO" "VEBONO072033" 2017-02-09 "022 BCV" "DPBS02209-0014" 2033-07-21 6006 1 1.8e+08 115.2 115.2 115.2 14.39 4 12.2321873458615
"VEBONO" "VEBONO022019" 2017-02-10 "022 BCV" "DPBS07219-0052" 2019-02-01 721 2 337095094 110.7344 110.7656 110.75 11.29 4 5.51585037329501
"TIF" "TIF032033" 2017-02-10 "022 BCV" "DPBS02209-0023" 2033-03-03 5865 1 113924000 125.25 125.25 125.25 14.5 4 11.1103638841821
"VEBONO" "VEBONO072033" 2017-02-10 "022 BCV" "DPBS02209-0014" 2033-07-21 6005 1 109756000 125.5 125.5 125.5 14.39 4 11.0149866201353
"TIF" "TIF042018" 2017-02-13 "022 BCV" "DPBS08773-0016" 2018-04-12 423 1 40795011 118.1094 118.1094 118.1094 18 4 2.16223984043644
"TIF" "TIF032033" 2017-02-13 "022 BCV" "DPBS02209-0023" 2033-03-03 5862 3 6e+08 125.01 125.85 125.2952 14.5 4 11.1048555396838
"VEBONO" "VEBONO072033" 2017-02-13 "022 BCV" "DPBS02209-0014" 2033-07-21 6002 4 1045847000 115 124.7913 118.829349704115 14.39 4 11.7836319783765
"VEBONO" "VEBONO012020" 2017-02-14 "022 BCV" "DPBS08771-0018" 2020-01-02 1052 1 154846000 126.5 126.5 126.5 14.79 4 4.87186138351818
"TIF" "TIF022032" 2017-02-14 "022 BCV" "DPBS02207-0043" 2032-02-19 5483 1 2e+08 125.5 125.5 125.5 14.5 4 10.9995521373836
"TIF" "TIF032033" 2017-02-14 "022 BCV" "DPBS02209-0023" 2033-03-03 5861 2 4e+08 125.5 125.5156 125.5078 14.5 4 11.0808797169401
"VEBONO" "VEBONO072033" 2017-02-14 "022 BCV" "DPBS02209-0014" 2033-07-21 6001 2 919694000 115.01 115.0725 115.04125 14.39 4 12.2515834964014
"VEBONO" "VEBONO062032" 2017-02-15 "022 BCV" "DPBS02207-0052" 2032-06-17 5601 3 837360000 125 126 125.185537173975 14.39 4 10.975495108719
"VEBONO" "VEBONO072033" 2017-02-15 "022 BCV" "DPBS02209-0014" 2033-07-21 6000 1 343680000 125 125 125 14.39 4 11.0693963247359
"VEBONO" "VEBONO012020" 2017-02-16 "022 BCV" "DPBS08771-0018" 2020-01-02 1050 1 194779750 127.0422 127.0422 127.0422 14.79 4 4.68017201723967
"VEBONO" "VEBONO022022" 2017-02-16 "022 BCV" "DPBS09345-0023" 2022-02-10 1820 2 475120892 126.6 126.6625 126.63125 14.79 4 8.22812362421423
"TIF" "TIF022029" 2017-02-16 "022 BCV" "DPBS01632-0020" 2029-02-15 4382 1 193174000 126.9234 126.9234 126.9234 15.5 4 11.366904862271
"VEBONO" "VEBONO062032" 2017-02-16 "022 BCV" "DPBS02207-0052" 2032-06-17 5600 2 3e+08 126.0156 126.0313 126.02345 14.39 4 10.8805053557083
"TIF" "TIF042018" 2017-02-17 "022 BCV" "DPBS08773-0016" 2018-04-12 419 1 1.2e+08 118.75 118.75 118.75 18 4 1.51998154191428
"VEBONO" "VEBONO012020" 2017-02-17 "022 BCV" "DPBS08771-0018" 2020-01-02 1049 1 194779750 127.0578 127.0578 127.0578 14.79 4 4.66719094725043
"TIF" "TIF032028" 2017-02-17 "022 BCV" "DPBS01632-0011" 2028-03-30 4059 1 3e+07 126.5 126.5 126.5 15.25 4 11.0736259233536
"TIF" "TIF022029" 2017-02-17 "022 BCV" "DPBS01632-0020" 2029-02-15 4381 1 193174000 126.939 126.939 126.939 15.5 4 11.3644420867216
"TIF" "TIF032033" 2017-02-17 "022 BCV" "DPBS02209-0023" 2033-03-03 5858 1 5e+07 125.25 125.25 125.25 14.5 4 11.1093710187768
"VEBONO" "VEBONO072033" 2017-02-17 "022 BCV" "DPBS02209-0014" 2033-07-21 5998 2 1.5e+08 125 125.25 125.083333333333 14.39 4 11.0597472590477
"VEBONO" "VEBONO042019" 2017-02-20 "022 BCV" "DPBS08773-0025" 2019-04-18 787 1 1.05e+08 122.8387 122.8387 122.8387 14.54 4 3.50501696982795
"TIF" "TIF022021" 2017-02-20 "022 BCV" "DPBS09345-0014" 2021-02-04 1445 1 181461000 135.3205 135.3205 135.3205 16.5 4 6.33959752862747
"TIF" "TIF022032" 2017-02-20 "022 BCV" "DPBS02207-0043" 2032-02-19 5477 2 4e+08 125.51 125.5413 125.52565 14.5 4 11.0091394561127
"TIF" "TIF032033" 2017-02-20 "022 BCV" "DPBS02209-0023" 2033-03-03 5855 2 3.5e+08 125.5256 126 125.728914285714 14.5 4 11.055312325321
"VEBONO" "VEBONO072033" 2017-02-20 "022 BCV" "DPBS02209-0014" 2033-07-21 5995 3 3e+08 116 125.0469 122.020833333333 14.39 4 11.406082902681
"VEBONO" "VEBONO112017" 2017-02-21 "022 BCV" "DPBS07989-0045" 2017-11-23 275 1 51065000 109.2357 109.2357 109.2357 13.92 4 1.50062248651484
"VEBONO" "VEBONO042019" 2017-02-21 "022 BCV" "DPBS08773-0025" 2019-04-18 786 1 1.05e+08 122.8543 122.8543 122.8543 14.54 4 3.48621821491655
"VEBONO" "VEBONO062020" 2017-02-21 "022 BCV" "DPBS08771-0027" 2020-06-18 1213 1 7e+07 128.5196 128.5196 128.5196 14.83 4 5.38789757581979
"TIF" "TIF022021" 2017-02-21 "022 BCV" "DPBS09345-0014" 2021-02-04 1444 1 181461000 135.336099999999 135.3361 135.336099999999 16.5 4 6.33057122944116
"VEBONO" "VEBONO062032" 2017-02-21 "022 BCV" "DPBS02207-0052" 2032-06-17 5595 2 808086000 115 125.0313 119.266324604064 14.39 4 11.6735222138089
"TIF" "TIF032033" 2017-02-21 "022 BCV" "DPBS02209-0023" 2033-03-03 5854 1 4e+08 113.3 113.3 113.3 14.5 4 12.5616120433395
"VEBONO" "VEBONO072033" 2017-02-21 "022 BCV" "DPBS02209-0014" 2033-07-21 5994 7 976593000 116 125.9687 123.265079310521 14.39 4 11.2633263379398
"TICC" "TICC032019" 2017-02-21 "022 BCV" "DPUS05187-0014" 2019-03-21 758 1 65175191 99.9844 99.9844 99.9844 5.25 2 5.24821934772044
"VEBONO" "VEBONO112017" 2017-02-22 "022 BCV" "DPBS07989-0045" 2017-11-23 274 1 51065000 109.2513 109.2513 109.2513 13.92 4 1.43816212976162
"TIF" "TIF042019" 2017-02-22 "022 BCV" "DPBS08772-0026" 2019-04-18 785 1 1.2e+07 125.7861 125.7861 125.7861 16 4 3.5093316636436
"VEBONO" "VEBONO062020" 2017-02-22 "022 BCV" "DPBS08771-0027" 2020-06-18 1212 1 7e+07 128.5352 128.5352 128.5352 14.83 4 5.37726808152605
"VEBONO" "VEBONO012023" 2017-02-22 "022 BCV" "DPBS09345-0032" 2023-01-19 2157 1 23160416 129.452599999999 129.4526 129.452599999999 15.04 4 8.62137217013084
"TIF" "TIF032031" 2017-02-22 "022 BCV" "DPBS02207-0025" 2031-03-13 5132 1 53512000 119 119 119 15 4 12.1609995931865
"TIF" "TIF022032" 2017-02-22 "022 BCV" "DPBS02207-0043" 2032-02-19 5475 1 58126000 120 120 120 14.5 4 11.665563990471
"VEBONO" "VEBONO062032" 2017-02-22 "022 BCV" "DPBS02207-0052" 2032-06-17 5594 2 928812000 115.0156 115.0313 115.02345 14.39 4 12.2087210654822
"TIF" "TIF032033" 2017-02-22 "022 BCV" "DPBS02209-0023" 2033-03-03 5853 3 373481000 115 118 117.79918657174 14.5 4 11.9872176367839
"VEBONO" "VEBONO072033" 2017-02-22 "022 BCV" "DPBS02209-0014" 2033-07-21 5993 4 314233000 115 126 118.790031600755 14.39 4 11.7869757875168
"TICC" "TICC032019" 2017-02-22 "022 BCV" "DPUS05187-0014" 2019-03-21 757 2 25725663 99.9844 100 99.9999996361609 5.25 2 5.24025625239672
"TIF" "TIF082018" 2017-02-23 "022 BCV" "DPBS08773-0034" 2018-08-23 546 1 59154000 120.25 120.25 120.25 16 4 2.2393201781826
"TIF" "TIF042019" 2017-02-23 "022 BCV" "DPBS08772-0026" 2019-04-18 784 1 1.2e+07 125.8017 125.8017 125.8017 16 4 3.48918565735499
"VEBONO" "VEBONO012020" 2017-02-23 "022 BCV" "DPBS08771-0018" 2020-01-02 1043 1 59154000 122.204 122.204 122.204 14.79 4 6.23816253017671
"VEBONO" "VEBONO012023" 2017-02-23 "022 BCV" "DPBS09345-0032" 2023-01-19 2156 1 23160416 129.4682 129.4682 129.4682 15.04 4 8.61649527269472
"TIF" "TIF032031" 2017-02-23 "022 BCV" "DPBS02207-0025" 2031-03-13 5131 2 107024000 119.0156 119.0313 119.02345 15 4 12.1578015263625
"TIF" "TIF022032" 2017-02-23 "022 BCV" "DPBS02207-0043" 2032-02-19 5474 2 116252000 120.0156 120.0313 120.02345 14.5 4 11.6624428219201
"VEBONO" "VEBONO062032" 2017-02-23 "022 BCV" "DPBS02207-0052" 2032-06-17 5593 2 467392000 120.0235 120.0235 120.0235 14.39 4 11.5808609181644
"TIF" "TIF032033" 2017-02-23 "022 BCV" "DPBS02209-0023" 2033-03-03 5852 6 1051962000 111.75 124 117.882500381097 14.5 4 11.9768427688857
"VEBONO" "VEBONO072033" 2017-02-23 "022 BCV" "DPBS02209-0014" 2033-07-21 5992 3 1.5e+08 115.0156 116.0626 115.716216666666 14.39 4 12.1651728384099
"TICC" "TICC032019" 2017-02-23 "022 BCV" "DPUS05187-0014" 2019-03-21 756 1 21725000 100 100 100 5.25 2 5.24031236283138
"TIF" "TIF032028" 2017-02-24 "022 BCV" "DPBS01632-0011" 2028-03-30 4052 1 4e+07 118 118 118 15.25 4 12.2581122378125
"VEBONO" "VEBONO042028" 2017-02-24 "022 BCV" "DPBS01632-0039" 2028-04-20 4073 1 4e+07 127.5 127.5 127.5 15.49 4 11.1492496058055
"VEBONO" "VEBONO052029" 2017-02-24 "022 BCV" "DPBS01632-0057" 2029-05-10 4458 2 30712000 128.2187 128.25 128.23435 15.49 4 11.2201781295541
"VEBONO" "VEBONO032031" 2017-02-24 "022 BCV" "DPBS02207-0016" 2031-03-13 5130 1 43614000 116 116 116 15.39 4 12.9067792334308
"TIF" "TIF022032" 2017-02-24 "022 BCV" "DPBS02207-0043" 2032-02-19 5473 2 77004744 120.0313 129 122.230096885978 14.5 4 11.3944035300863
"VEBONO" "VEBONO062032" 2017-02-24 "022 BCV" "DPBS02207-0052" 2032-06-17 5592 3 976795000 115.5 120.0861 119.873879404378 14.39 4 11.5989254572844
"TIF" "TIF032033" 2017-02-24 "022 BCV" "DPBS02209-0023" 2033-03-03 5851 3 307387000 111.7656 128 118.076650931887 14.5 4 11.952800665683
"TICC" "TICC032019" 2017-02-24 "022 BCV" "DPUS05187-0014" 2019-03-21 755 1 17725728 100 100 100 5.25 2 5.24036989448002
"TIF" "TIF032028" 2017-03-01 "022 BCV" "DPBS01632-0011" 2028-03-30 4047 1 4e+07 118 118 118 15.25 4 12.256674015429
"VEBONO" "VEBONO042028" 2017-03-01 "022 BCV" "DPBS01632-0039" 2028-04-20 4068 1 4e+07 127.5 127.5 127.5 15.49 4 11.14687544836
"VEBONO" "VEBONO032031" 2017-03-01 "022 BCV" "DPBS02207-0016" 2031-03-13 5125 1 43614000 116 116 116 15.39 4 12.9063099204019
"TIF" "TIF022032" 2017-03-01 "022 BCV" "DPBS02207-0043" 2032-02-19 5468 1 58126000 120.0313 120.0313 120.0313 14.5 4 11.6600998194582
"VEBONO" "VEBONO062032" 2017-03-01 "022 BCV" "DPBS02207-0052" 2032-06-17 5587 1 42011000 115.5 115.5 115.5 14.39 4 12.1464779529558
"VEBONO" "VEBONO022022" 2017-03-02 "022 BCV" "DPBS09345-0023" 2022-02-10 1806 2 475120892 126.2088 126.2713 126.24005 14.79 4 8.27509936962159
"TIF" "TIF042018" 2017-03-06 "022 BCV" "DPBS08773-0016" 2018-04-12 402 1 1.5e+08 117.3 117.3 117.3 18 4 2.08756807505823
"VEBONO" "VEBONO042019" 2017-03-06 "022 BCV" "DPBS08773-0025" 2019-04-18 773 1 1.5e+08 119.7739 119.7739 119.7739 14.54 4 4.6825383408029
"VEBONO" "VEBONO022022" 2017-03-06 "022 BCV" "DPBS09345-0023" 2022-02-10 1802 1 230445763 130 130 130 14.79 4 7.46891128653226
"TIF" "TIF032033" 2017-03-10 "022 BCV" "DPBS02209-0023" 2033-03-03 5837 1 538081000 114.125 114.125 114.125 14.5 4 12.4419120421397
"TIF" "TIF042018" 2017-03-13 "022 BCV" "DPBS08773-0016" 2018-04-12 395 1 50224426 118.15 118.15 118.15 18 4 1.11960814736749
"VEBONO" "VEBONO032031" 2017-03-13 "022 BCV" "DPBS02207-0016" 2031-03-13 5113 1 2e+08 125 125 125 15.39 4 11.7223962569758
"TIF" "TIF022032" 2017-03-13 "022 BCV" "DPBS02207-0043" 2032-02-19 5456 1 2e+08 125 125 125 14.5 4 11.0642762452339
"TIF" "TIF032032" 2017-03-13 "022 BCV" "DPBS02207-0034" 2032-03-25 5491 1 2e+08 125 125 125 15.25 4 11.697146398416
"VEBONO" "VEBONO062032" 2017-03-13 "022 BCV" "DPBS02207-0052" 2032-06-17 5575 1 2e+08 125 125 125 14.39 4 10.9923675307412
"TIF" "TIF032033" 2017-03-13 "022 BCV" "DPBS02209-0023" 2033-03-03 5834 2 538081000 114.125 114.125 114.125 14.5 4 12.441396485834
"VEBONO" "VEBONO022022" 2017-03-14 "022 BCV" "DPBS09345-0023" 2022-02-10 1794 2 2e+08 128 128.0625 128.03125 14.79 4 7.85967325730832
"TIF" "TIF032033" 2017-03-14 "022 BCV" "DPBS02209-0023" 2033-03-03 5833 2 538081000 114.1406 114.1563 114.14643555264 14.5 4 12.4384384322004
"VEBONO" "VEBONO122017" 2017-03-16 "022 BCV" "DPBS07989-0036" 2017-12-08 267 2 5.2e+08 108 108.0625 108.03125 13.79 4 2.59169360105016
"TIF" "TIF042018" 2017-03-16 "022 BCV" "DPBS08773-0016" 2018-04-12 392 1 24911427 118.15 118.15 118.15 18 4 1.00284375875521
"VEBONO" "VEBONO072033" 2017-03-16 "022 BCV" "DPBS02209-0014" 2033-07-21 5971 2 5.2e+08 115.9375 116 115.96875 14.39 4 12.1311349037221
"TIF" "TIF022021" 2017-03-17 "022 BCV" "DPBS09345-0014" 2021-02-04 1420 1 1e+08 130 130 130 16.5 4 7.52922219109644
"VEBONO" "VEBONO072033" 2017-03-17 "022 BCV" "DPBS02209-0014" 2033-07-21 5970 1 5.1e+07 135 135 135 14.39 4 10.0152911426721
"VEBONO" "VEBONO032031" 2017-03-20 "022 BCV" "DPBS02207-0016" 2031-03-13 5106 2 4e+08 125.01 125.0256 125.0178 15.39 4 11.7179801229817
"TIF" "TIF022032" 2017-03-20 "022 BCV" "DPBS02207-0043" 2032-02-19 5449 2 4e+08 125.01 125.0413 125.02565 14.5 4 11.0596268795816
"TIF" "TIF032032" 2017-03-20 "022 BCV" "DPBS02207-0034" 2032-03-25 5484 2 4e+08 125.01 125.0256 125.0178 15.25 4 11.6940029136854
"VEBONO" "VEBONO062032" 2017-03-20 "022 BCV" "DPBS02207-0052" 2032-06-17 5568 2 4e+08 125.04 125.0713 125.05565 14.39 4 10.9760481335475
"LETRA" "LTB092017" 2017-03-20 "022 BCV" "LTBS00917-0012" 2017-09-20 184 1 6.3e+07 99.2392 99.2392 99.2392 0 0 1.49993323115304
"TIF" "TIF032033" 2017-03-21 "022 BCV" "DPBS02209-0023" 2033-03-03 5826 1 6e+08 118.5 118.5 118.5 14.5 4 11.887291491327
"VEBONO" "VEBONO072033" 2017-03-21 "022 BCV" "DPBS02209-0014" 2033-07-21 5966 1 3.1e+07 134.9844 134.9844 134.9844 14.39 4 10.0159427652401
"LETRA" "LTB092017" 2017-03-21 "022 BCV" "LTBS00917-0012" 2017-09-20 183 1 6.3e+07 99.2548 99.2548 99.2548 0 0 1.47697362053498
"VEBONO" "VEBONO062032" 2017-03-22 "022 BCV" "DPBS02207-0052" 2032-06-17 5566 1 9.3e+08 125 125 125 14.39 4 10.9818713582225
"TIF" "TIF032033" 2017-03-22 "022 BCV" "DPBS02209-0023" 2033-03-03 5825 2 1.2e+09 118.5313 118.5626 118.54695 14.5 4 11.8813536385893
"VEBONO" "VEBONO072033" 2017-03-22 "022 BCV" "DPBS02209-0014" 2033-07-21 5965 2 9.61e+08 125 135 125.32258064516 14.39 4 11.0274757312636
"TIF" "TIF082018" 2017-03-23 "022 BCV" "DPBS08773-0034" 2018-08-23 518 1 59154000 119.0103 119.0103 119.0103 16 4 2.37102102207247
"TIF" "TIF032033" 2017-03-23 "022 BCV" "DPBS02209-0023" 2033-03-03 5824 1 6e+08 116 116 116 14.5 4 12.198794352073
"VEBONO" "VEBONO072033" 2017-03-23 "022 BCV" "DPBS02209-0014" 2033-07-21 5964 1 332864000 125 125 125 14.39 4 11.0631911506197
"VEBONO" "VEBONO032031" 2017-03-24 "022 BCV" "DPBS02207-0016" 2031-03-13 5102 1 113850000 125 125 125 15.39 4 11.718929893841
"VEBONO" "VEBONO062032" 2017-03-24 "022 BCV" "DPBS02207-0052" 2032-06-17 5564 1 183014000 125 125 125 14.39 4 10.9813500029801
"TIF" "TIF032033" 2017-03-24 "022 BCV" "DPBS02209-0023" 2033-03-03 5823 1 3e+08 124.9 124.9 124.9 14.5 4 11.1335763361537
"VEBONO" "VEBONO072033" 2017-03-24 "022 BCV" "DPBS02209-0014" 2033-07-21 5963 2 665728000 125 125.0313 125.01565 14.39 4 11.0612988233041
"TIF" "TIF022029" 2017-03-27 "022 BCV" "DPBS01632-0020" 2029-02-15 4343 1 9.4e+08 125 125 125 15.5 4 11.6018216425475
"TIF" "TIF022032" 2017-03-27 "022 BCV" "DPBS02207-0043" 2032-02-19 5442 1 58126000 131.25 131.25 131.25 14.5 4 10.3635202529133
"VEBONO" "VEBONO062032" 2017-03-27 "022 BCV" "DPBS02207-0052" 2032-06-17 5561 1 7e+08 125 125 125 14.39 4 10.9805774058755
"VEBONO" "VEBONO072033" 2017-03-27 "022 BCV" "DPBS02209-0014" 2033-07-21 5960 1 2.4e+08 125 125 125 14.39 4 11.0626038610818
"VEBONO" "VEBONO032031" 2017-03-28 "022 BCV" "DPBS02207-0016" 2031-03-13 5098 3 277700000 115 125.0413 123.220527565718 15.39 4 11.9390807622036
"TIF" "TIF032032" 2017-03-28 "022 BCV" "DPBS02207-0034" 2032-03-25 5476 2 194144000 115 117.8438 117.572037692641 15.25 4 12.6133555488981
"VEBONO" "VEBONO062032" 2017-03-28 "022 BCV" "DPBS02207-0052" 2032-06-17 5560 3 403065000 115.5 125.0413 124.150353213998 14.39 4 11.0778543301192
"TIF" "TIF032033" 2017-03-28 "022 BCV" "DPBS02209-0023" 2033-03-03 5819 3 6.25e+08 115 124.9413 124.528624 14.5 4 11.1747707446918
"VEBONO" "VEBONO072033" 2017-03-28 "022 BCV" "DPBS02209-0014" 2033-07-21 5959 3 351541000 115.716 126 122.134757384772 14.39 4 11.3876502320583
"VEBONO" "VEBONO032031" 2017-03-29 "022 BCV" "DPBS02207-0016" 2031-03-13 5097 2 1e+08 115.0156 115.0312 115.0234 15.39 4 13.0260090303619
"TIF" "TIF032032" 2017-03-29 "022 BCV" "DPBS02207-0034" 2032-03-25 5475 4 388288000 115.0156 117.9064 117.616737181936 15.25 4 12.6072648755365
"VEBONO" "VEBONO062032" 2017-03-29 "022 BCV" "DPBS02207-0052" 2032-06-17 5559 2 74074000 115.5156 115.5312 115.5234 14.39 4 12.130141435416
"TIF" "TIF032033" 2017-03-29 "022 BCV" "DPBS02209-0023" 2033-03-03 5818 5 927898000 115.0156 125 118.013973098336 14.5 4 11.9457128508182
